Id;Type;Name;Schema;ParentId;ParentType;Title;Description;CustomField1;CustomField2;CustomField3
41434;COLUMN;week_num;;21;TABLE;;;;;
41436;COLUMN;week_year;;21;TABLE;;;;;
41451;COLUMN;comments_count;;21;TABLE;;;;;
41460;COLUMN;created_by;;21;TABLE;;;;;
41459;COLUMN;creation_date;;21;TABLE;;;;;
41441;COLUMN;database_id;;21;TABLE;;;;;
41444;COLUMN;description;;21;TABLE;;;;;
41445;COLUMN;description_plain;;21;TABLE;;;;;
41446;COLUMN;description_search;;21;TABLE;;;;;
41450;COLUMN;display_documentation_name_mode;;21;TABLE;;;;;
41447;COLUMN;erd_link_style;;21;TABLE;;;;;
41449;COLUMN;erd_show_nullable;;21;TABLE;;;;;
41448;COLUMN;erd_show_types;;21;TABLE;;;;;
41463;COLUMN;field1;;21;TABLE;;;;;
41472;COLUMN;field10;;21;TABLE;;;;;
41562;COLUMN;field100;;21;TABLE;;;;;
41473;COLUMN;field11;;21;TABLE;;;;;
41474;COLUMN;field12;;21;TABLE;;;;;
41475;COLUMN;field13;;21;TABLE;;;;;
41476;COLUMN;field14;;21;TABLE;;;;;
41477;COLUMN;field15;;21;TABLE;;;;;
41478;COLUMN;field16;;21;TABLE;;;;;
41479;COLUMN;field17;;21;TABLE;;;;;
41480;COLUMN;field18;;21;TABLE;;;;;
41481;COLUMN;field19;;21;TABLE;;;;;
41464;COLUMN;field2;;21;TABLE;;;;;
41482;COLUMN;field20;;21;TABLE;;;;;
41483;COLUMN;field21;;21;TABLE;;;;;
41484;COLUMN;field22;;21;TABLE;;;;;
41485;COLUMN;field23;;21;TABLE;;;;;
41486;COLUMN;field24;;21;TABLE;;;;;
41487;COLUMN;field25;;21;TABLE;;;;;
41488;COLUMN;field26;;21;TABLE;;;;;
41489;COLUMN;field27;;21;TABLE;;;;;
41490;COLUMN;field28;;21;TABLE;;;;;
41491;COLUMN;field29;;21;TABLE;;;;;
41465;COLUMN;field3;;21;TABLE;;;;;
41492;COLUMN;field30;;21;TABLE;;;;;
41493;COLUMN;field31;;21;TABLE;;;;;
41494;COLUMN;field32;;21;TABLE;;;;;
41495;COLUMN;field33;;21;TABLE;;;;;
41496;COLUMN;field34;;21;TABLE;;;;;
41497;COLUMN;field35;;21;TABLE;;;;;
41498;COLUMN;field36;;21;TABLE;;;;;
41499;COLUMN;field37;;21;TABLE;;;;;
41500;COLUMN;field38;;21;TABLE;;;;;
41501;COLUMN;field39;;21;TABLE;;;;;
41466;COLUMN;field4;;21;TABLE;;;;;
41502;COLUMN;field40;;21;TABLE;;;;;
41503;COLUMN;field41;;21;TABLE;;;;;
41504;COLUMN;field42;;21;TABLE;;;;;
41505;COLUMN;field43;;21;TABLE;;;;;
41506;COLUMN;field44;;21;TABLE;;;;;
41507;COLUMN;field45;;21;TABLE;;;;;
41508;COLUMN;field46;;21;TABLE;;;;;
41509;COLUMN;field47;;21;TABLE;;;;;
41510;COLUMN;field48;;21;TABLE;;;;;
41511;COLUMN;field49;;21;TABLE;;;;;
41467;COLUMN;field5;;21;TABLE;;;;;
41512;COLUMN;field50;;21;TABLE;;;;;
41513;COLUMN;field51;;21;TABLE;;;;;
41514;COLUMN;field52;;21;TABLE;;;;;
41515;COLUMN;field53;;21;TABLE;;;;;
41516;COLUMN;field54;;21;TABLE;;;;;
41517;COLUMN;field55;;21;TABLE;;;;;
41518;COLUMN;field56;;21;TABLE;;;;;
41519;COLUMN;field57;;21;TABLE;;;;;
41520;COLUMN;field58;;21;TABLE;;;;;
41521;COLUMN;field59;;21;TABLE;;;;;
41468;COLUMN;field6;;21;TABLE;;;;;
41522;COLUMN;field60;;21;TABLE;;;;;
41523;COLUMN;field61;;21;TABLE;;;;;
41524;COLUMN;field62;;21;TABLE;;;;;
41525;COLUMN;field63;;21;TABLE;;;;;
41526;COLUMN;field64;;21;TABLE;;;;;
41527;COLUMN;field65;;21;TABLE;;;;;
41528;COLUMN;field66;;21;TABLE;;;;;
41529;COLUMN;field67;;21;TABLE;;;;;
41530;COLUMN;field68;;21;TABLE;;;;;
41531;COLUMN;field69;;21;TABLE;;;;;
41469;COLUMN;field7;;21;TABLE;;;;;
41532;COLUMN;field70;;21;TABLE;;;;;
41533;COLUMN;field71;;21;TABLE;;;;;
41534;COLUMN;field72;;21;TABLE;;;;;
41535;COLUMN;field73;;21;TABLE;;;;;
41536;COLUMN;field74;;21;TABLE;;;;;
41537;COLUMN;field75;;21;TABLE;;;;;
41538;COLUMN;field76;;21;TABLE;;;;;
41539;COLUMN;field77;;21;TABLE;;;;;
41540;COLUMN;field78;;21;TABLE;;;;;
41541;COLUMN;field79;;21;TABLE;;;;;
41470;COLUMN;field8;;21;TABLE;;;;;
41542;COLUMN;field80;;21;TABLE;;;;;
41543;COLUMN;field81;;21;TABLE;;;;;
41544;COLUMN;field82;;21;TABLE;;;;;
41545;COLUMN;field83;;21;TABLE;;;;;
41546;COLUMN;field84;;21;TABLE;;;;;
41547;COLUMN;field85;;21;TABLE;;;;;
41548;COLUMN;field86;;21;TABLE;;;;;
41549;COLUMN;field87;;21;TABLE;;;;;
41550;COLUMN;field88;;21;TABLE;;;;;
41551;COLUMN;field89;;21;TABLE;;;;;
41471;COLUMN;field9;;21;TABLE;;;;;
41552;COLUMN;field90;;21;TABLE;;;;;
41553;COLUMN;field91;;21;TABLE;;;;;
41554;COLUMN;field92;;21;TABLE;;;;;
41555;COLUMN;field93;;21;TABLE;;;;;
41556;COLUMN;field94;;21;TABLE;;;;;
41557;COLUMN;field95;;21;TABLE;;;;;
41558;COLUMN;field96;;21;TABLE;;;;;
41559;COLUMN;field97;;21;TABLE;;;;;
41560;COLUMN;field98;;21;TABLE;;;;;
41561;COLUMN;field99;;21;TABLE;;;;;
41461;COLUMN;last_modification_date;;21;TABLE;;;;;
41462;COLUMN;modified_by;;21;TABLE;;;;;
41440;COLUMN;module_id;;21;TABLE;;;;;
41456;COLUMN;open_todos_count;;21;TABLE;;;;;
41454;COLUMN;open_warnings_count;;21;TABLE;;;;;
41442;COLUMN;ordinal_position;;21;TABLE;;;;;
41452;COLUMN;rating;;21;TABLE;;;;;
41453;COLUMN;rating_count;;21;TABLE;;;;;
41458;COLUMN;source_id;;21;TABLE;;;;;
41443;COLUMN;title;;21;TABLE;;;;;
41457;COLUMN;todos_count;;21;TABLE;;;;;
41455;COLUMN;warnings_count;;21;TABLE;;;;;
41573;COLUMN;comments_count;;21;TABLE;;;;;
41586;COLUMN;created_by;;21;TABLE;;;;;
41585;COLUMN;creation_date;;21;TABLE;;;;;
41571;COLUMN;data_length;;21;TABLE;;;;;
41570;COLUMN;datatype;;21;TABLE;;;;;
41568;COLUMN;description;;21;TABLE;;;;;
41569;COLUMN;description_source;;21;TABLE;;;;;
41589;COLUMN;field1;;21;TABLE;;;;;
41598;COLUMN;field10;;21;TABLE;;;;;
41688;COLUMN;field100;;21;TABLE;;;;;
41599;COLUMN;field11;;21;TABLE;;;;;
41600;COLUMN;field12;;21;TABLE;;;;;
41601;COLUMN;field13;;21;TABLE;;;;;
41602;COLUMN;field14;;21;TABLE;;;;;
41603;COLUMN;field15;;21;TABLE;;;;;
41604;COLUMN;field16;;21;TABLE;;;;;
41605;COLUMN;field17;;21;TABLE;;;;;
41606;COLUMN;field18;;21;TABLE;;;;;
41607;COLUMN;field19;;21;TABLE;;;;;
41590;COLUMN;field2;;21;TABLE;;;;;
41608;COLUMN;field20;;21;TABLE;;;;;
41609;COLUMN;field21;;21;TABLE;;;;;
41610;COLUMN;field22;;21;TABLE;;;;;
41611;COLUMN;field23;;21;TABLE;;;;;
41612;COLUMN;field24;;21;TABLE;;;;;
41613;COLUMN;field25;;21;TABLE;;;;;
41614;COLUMN;field26;;21;TABLE;;;;;
41615;COLUMN;field27;;21;TABLE;;;;;
41616;COLUMN;field28;;21;TABLE;;;;;
41617;COLUMN;field29;;21;TABLE;;;;;
41591;COLUMN;field3;;21;TABLE;;;;;
41618;COLUMN;field30;;21;TABLE;;;;;
41619;COLUMN;field31;;21;TABLE;;;;;
41620;COLUMN;field32;;21;TABLE;;;;;
41621;COLUMN;field33;;21;TABLE;;;;;
41622;COLUMN;field34;;21;TABLE;;;;;
41623;COLUMN;field35;;21;TABLE;;;;;
41624;COLUMN;field36;;21;TABLE;;;;;
41625;COLUMN;field37;;21;TABLE;;;;;
41626;COLUMN;field38;;21;TABLE;;;;;
41627;COLUMN;field39;;21;TABLE;;;;;
41592;COLUMN;field4;;21;TABLE;;;;;
41628;COLUMN;field40;;21;TABLE;;;;;
41629;COLUMN;field41;;21;TABLE;;;;;
41630;COLUMN;field42;;21;TABLE;;;;;
41631;COLUMN;field43;;21;TABLE;;;;;
41632;COLUMN;field44;;21;TABLE;;;;;
41633;COLUMN;field45;;21;TABLE;;;;;
41634;COLUMN;field46;;21;TABLE;;;;;
41635;COLUMN;field47;;21;TABLE;;;;;
41636;COLUMN;field48;;21;TABLE;;;;;
41637;COLUMN;field49;;21;TABLE;;;;;
41593;COLUMN;field5;;21;TABLE;;;;;
41638;COLUMN;field50;;21;TABLE;;;;;
41639;COLUMN;field51;;21;TABLE;;;;;
41640;COLUMN;field52;;21;TABLE;;;;;
41641;COLUMN;field53;;21;TABLE;;;;;
41642;COLUMN;field54;;21;TABLE;;;;;
41643;COLUMN;field55;;21;TABLE;;;;;
41644;COLUMN;field56;;21;TABLE;;;;;
41645;COLUMN;field57;;21;TABLE;;;;;
41646;COLUMN;field58;;21;TABLE;;;;;
41647;COLUMN;field59;;21;TABLE;;;;;
41594;COLUMN;field6;;21;TABLE;;;;;
41648;COLUMN;field60;;21;TABLE;;;;;
41649;COLUMN;field61;;21;TABLE;;;;;
41650;COLUMN;field62;;21;TABLE;;;;;
41651;COLUMN;field63;;21;TABLE;;;;;
41652;COLUMN;field64;;21;TABLE;;;;;
41653;COLUMN;field65;;21;TABLE;;;;;
41654;COLUMN;field66;;21;TABLE;;;;;
41655;COLUMN;field67;;21;TABLE;;;;;
41656;COLUMN;field68;;21;TABLE;;;;;
41657;COLUMN;field69;;21;TABLE;;;;;
41595;COLUMN;field7;;21;TABLE;;;;;
41658;COLUMN;field70;;21;TABLE;;;;;
41659;COLUMN;field71;;21;TABLE;;;;;
41660;COLUMN;field72;;21;TABLE;;;;;
41661;COLUMN;field73;;21;TABLE;;;;;
41662;COLUMN;field74;;21;TABLE;;;;;
41663;COLUMN;field75;;21;TABLE;;;;;
41664;COLUMN;field76;;21;TABLE;;;;;
41665;COLUMN;field77;;21;TABLE;;;;;
41666;COLUMN;field78;;21;TABLE;;;;;
41667;COLUMN;field79;;21;TABLE;;;;;
41596;COLUMN;field8;;21;TABLE;;;;;
41668;COLUMN;field80;;21;TABLE;;;;;
41669;COLUMN;field81;;21;TABLE;;;;;
41670;COLUMN;field82;;21;TABLE;;;;;
41671;COLUMN;field83;;21;TABLE;;;;;
41672;COLUMN;field84;;21;TABLE;;;;;
41673;COLUMN;field85;;21;TABLE;;;;;
41674;COLUMN;field86;;21;TABLE;;;;;
41675;COLUMN;field87;;21;TABLE;;;;;
41676;COLUMN;field88;;21;TABLE;;;;;
41677;COLUMN;field89;;21;TABLE;;;;;
41597;COLUMN;field9;;21;TABLE;;;;;
41678;COLUMN;field90;;21;TABLE;;;;;
41679;COLUMN;field91;;21;TABLE;;;;;
41680;COLUMN;field92;;21;TABLE;;;;;
41681;COLUMN;field93;;21;TABLE;;;;;
41682;COLUMN;field94;;21;TABLE;;;;;
41683;COLUMN;field95;;21;TABLE;;;;;
41684;COLUMN;field96;;21;TABLE;;;;;
41685;COLUMN;field97;;21;TABLE;;;;;
41686;COLUMN;field98;;21;TABLE;;;;;
41687;COLUMN;field99;;21;TABLE;;;;;
41587;COLUMN;last_modification_date;;21;TABLE;;;;;
41588;COLUMN;modified_by;;21;TABLE;;;;;
41567;COLUMN;name;;21;TABLE;;;;;
41578;COLUMN;open_todos_count;;21;TABLE;;;;;
41576;COLUMN;open_warnings_count;;21;TABLE;;;;;
41565;COLUMN;ordinal_position;;21;TABLE;;;;;
41563;COLUMN;parameter_id;;21;TABLE;;;;;
41566;COLUMN;parameter_mode;;21;TABLE;;;;;
41564;COLUMN;procedure_id;;21;TABLE;;;;;
41574;COLUMN;rating;;21;TABLE;;;;;
41575;COLUMN;rating_count;;21;TABLE;;;;;
41580;COLUMN;report_id;;21;TABLE;;;;;
41581;COLUMN;source;;21;TABLE;;;;;
41584;COLUMN;source_id;;21;TABLE;;;;;
41572;COLUMN;status;;21;TABLE;;;;;
41582;COLUMN;temp_sync_status;;21;TABLE;;;;;
41579;COLUMN;todos_count;;21;TABLE;;;;;
41583;COLUMN;update_id;;21;TABLE;;;;;
41577;COLUMN;warnings_count;;21;TABLE;;;;;
41714;COLUMN;create_date;;21;TABLE;;;;;
41707;COLUMN;created_by;;21;TABLE;;;;;
41695;COLUMN;database_id;;21;TABLE;;;;;
41703;COLUMN;dbms_creation_date;;21;TABLE;;;;;
41704;COLUMN;dbms_last_modification_date;;21;TABLE;;;;;
41699;COLUMN;definition;;21;TABLE;;;;;
41696;COLUMN;description;;21;TABLE;;;;;
41697;COLUMN;description_plain;;21;TABLE;;;;;
41698;COLUMN;description_source;;21;TABLE;;;;;
41713;COLUMN;embed_url;;21;TABLE;;;;;
41710;COLUMN;external_id;;21;TABLE;;;;;
41721;COLUMN;field1;;21;TABLE;;;;;
41730;COLUMN;field10;;21;TABLE;;;;;
41820;COLUMN;field100;;21;TABLE;;;;;
41731;COLUMN;field11;;21;TABLE;;;;;
41732;COLUMN;field12;;21;TABLE;;;;;
41733;COLUMN;field13;;21;TABLE;;;;;
41734;COLUMN;field14;;21;TABLE;;;;;
41735;COLUMN;field15;;21;TABLE;;;;;
41736;COLUMN;field16;;21;TABLE;;;;;
41737;COLUMN;field17;;21;TABLE;;;;;
41738;COLUMN;field18;;21;TABLE;;;;;
41739;COLUMN;field19;;21;TABLE;;;;;
41722;COLUMN;field2;;21;TABLE;;;;;
41740;COLUMN;field20;;21;TABLE;;;;;
41741;COLUMN;field21;;21;TABLE;;;;;
41742;COLUMN;field22;;21;TABLE;;;;;
41743;COLUMN;field23;;21;TABLE;;;;;
41744;COLUMN;field24;;21;TABLE;;;;;
41745;COLUMN;field25;;21;TABLE;;;;;
41746;COLUMN;field26;;21;TABLE;;;;;
41747;COLUMN;field27;;21;TABLE;;;;;
41748;COLUMN;field28;;21;TABLE;;;;;
41749;COLUMN;field29;;21;TABLE;;;;;
41723;COLUMN;field3;;21;TABLE;;;;;
41750;COLUMN;field30;;21;TABLE;;;;;
41751;COLUMN;field31;;21;TABLE;;;;;
41752;COLUMN;field32;;21;TABLE;;;;;
41753;COLUMN;field33;;21;TABLE;;;;;
41754;COLUMN;field34;;21;TABLE;;;;;
41755;COLUMN;field35;;21;TABLE;;;;;
41756;COLUMN;field36;;21;TABLE;;;;;
41757;COLUMN;field37;;21;TABLE;;;;;
41758;COLUMN;field38;;21;TABLE;;;;;
41759;COLUMN;field39;;21;TABLE;;;;;
41724;COLUMN;field4;;21;TABLE;;;;;
41760;COLUMN;field40;;21;TABLE;;;;;
41761;COLUMN;field41;;21;TABLE;;;;;
41762;COLUMN;field42;;21;TABLE;;;;;
41763;COLUMN;field43;;21;TABLE;;;;;
41764;COLUMN;field44;;21;TABLE;;;;;
41765;COLUMN;field45;;21;TABLE;;;;;
41766;COLUMN;field46;;21;TABLE;;;;;
41767;COLUMN;field47;;21;TABLE;;;;;
41768;COLUMN;field48;;21;TABLE;;;;;
41769;COLUMN;field49;;21;TABLE;;;;;
41725;COLUMN;field5;;21;TABLE;;;;;
41770;COLUMN;field50;;21;TABLE;;;;;
41771;COLUMN;field51;;21;TABLE;;;;;
41772;COLUMN;field52;;21;TABLE;;;;;
41773;COLUMN;field53;;21;TABLE;;;;;
41774;COLUMN;field54;;21;TABLE;;;;;
41775;COLUMN;field55;;21;TABLE;;;;;
41776;COLUMN;field56;;21;TABLE;;;;;
41777;COLUMN;field57;;21;TABLE;;;;;
41778;COLUMN;field58;;21;TABLE;;;;;
41779;COLUMN;field59;;21;TABLE;;;;;
41726;COLUMN;field6;;21;TABLE;;;;;
41780;COLUMN;field60;;21;TABLE;;;;;
41781;COLUMN;field61;;21;TABLE;;;;;
41782;COLUMN;field62;;21;TABLE;;;;;
41783;COLUMN;field63;;21;TABLE;;;;;
41784;COLUMN;field64;;21;TABLE;;;;;
41785;COLUMN;field65;;21;TABLE;;;;;
41786;COLUMN;field66;;21;TABLE;;;;;
41787;COLUMN;field67;;21;TABLE;;;;;
41788;COLUMN;field68;;21;TABLE;;;;;
41789;COLUMN;field69;;21;TABLE;;;;;
41727;COLUMN;field7;;21;TABLE;;;;;
41790;COLUMN;field70;;21;TABLE;;;;;
41791;COLUMN;field71;;21;TABLE;;;;;
41792;COLUMN;field72;;21;TABLE;;;;;
41793;COLUMN;field73;;21;TABLE;;;;;
41794;COLUMN;field74;;21;TABLE;;;;;
41795;COLUMN;field75;;21;TABLE;;;;;
41796;COLUMN;field76;;21;TABLE;;;;;
41797;COLUMN;field77;;21;TABLE;;;;;
41798;COLUMN;field78;;21;TABLE;;;;;
41799;COLUMN;field79;;21;TABLE;;;;;
41728;COLUMN;field8;;21;TABLE;;;;;
41800;COLUMN;field80;;21;TABLE;;;;;
41801;COLUMN;field81;;21;TABLE;;;;;
41802;COLUMN;field82;;21;TABLE;;;;;
41803;COLUMN;field83;;21;TABLE;;;;;
41804;COLUMN;field84;;21;TABLE;;;;;
41805;COLUMN;field85;;21;TABLE;;;;;
41806;COLUMN;field86;;21;TABLE;;;;;
41807;COLUMN;field87;;21;TABLE;;;;;
41808;COLUMN;field88;;21;TABLE;;;;;
41809;COLUMN;field89;;21;TABLE;;;;;
41729;COLUMN;field9;;21;TABLE;;;;;
41810;COLUMN;field90;;21;TABLE;;;;;
41811;COLUMN;field91;;21;TABLE;;;;;
41812;COLUMN;field92;;21;TABLE;;;;;
41813;COLUMN;field93;;21;TABLE;;;;;
41814;COLUMN;field94;;21;TABLE;;;;;
41815;COLUMN;field95;;21;TABLE;;;;;
41816;COLUMN;field96;;21;TABLE;;;;;
41817;COLUMN;field97;;21;TABLE;;;;;
41818;COLUMN;field98;;21;TABLE;;;;;
41819;COLUMN;field99;;21;TABLE;;;;;
41711;COLUMN;folder_external_id;;21;TABLE;;;;;
41689;COLUMN;id;;21;TABLE;;;;;
41700;COLUMN;language;;21;TABLE;;;;;
41708;COLUMN;modified_by;;21;TABLE;;;;;
41715;COLUMN;modify_date;;21;TABLE;;;;;
41693;COLUMN;name;;21;TABLE;;;;;
41701;COLUMN;object_type;;21;TABLE;;;;;
41716;COLUMN;parent_id;;21;TABLE;;;;;
41720;COLUMN;parent_object_external_id;;21;TABLE;;;;;
41719;COLUMN;parent_object_name;;21;TABLE;;;;;
41718;COLUMN;parent_object_schema;;21;TABLE;;;;;
41717;COLUMN;parent_object_type;;21;TABLE;;;;;
41690;COLUMN;report_id;;21;TABLE;;;;;
41694;COLUMN;schema;;21;TABLE;;;;;
41691;COLUMN;sct_inserted;;21;TABLE;;;;;
41692;COLUMN;sct_updated;;21;TABLE;;;;;
41705;COLUMN;status;;21;TABLE;;;;;
41702;COLUMN;subtype;;21;TABLE;;;;;
41709;COLUMN;title;;21;TABLE;;;;;
41706;COLUMN;update_id;;21;TABLE;;;;;
41712;COLUMN;url;;21;TABLE;;;;;
41835;COLUMN;before_data_length;;21;TABLE;;;;;
41834;COLUMN;before_datatype;;21;TABLE;;;;;
41832;COLUMN;before_ordinal_position;;21;TABLE;;;;;
41833;COLUMN;before_parameter_mode;;21;TABLE;;;;;
41840;COLUMN;created_by;;21;TABLE;;;;;
41839;COLUMN;creation_date;;21;TABLE;;;;;
41831;COLUMN;data_length;;21;TABLE;;;;;
41823;COLUMN;database_id;;21;TABLE;;;;;
41830;COLUMN;datatype;;21;TABLE;;;;;
41841;COLUMN;description;;21;TABLE;;;;;
41843;COLUMN;description_by;;21;TABLE;;;;;
41842;COLUMN;description_date;;21;TABLE;;;;;
41821;COLUMN;id;;21;TABLE;;;;;
41829;COLUMN;name;;21;TABLE;;;;;
41836;COLUMN;operation;;21;TABLE;;;;;
41827;COLUMN;ordinal_position;;21;TABLE;;;;;
41824;COLUMN;parameter_id;;21;TABLE;;;;;
41828;COLUMN;parameter_mode;;21;TABLE;;;;;
41825;COLUMN;procedure_id;;21;TABLE;;;;;
41826;COLUMN;report_id;;21;TABLE;;;;;
41822;COLUMN;update_id;;21;TABLE;;;;;
41837;COLUMN;valid_from;;21;TABLE;;;;;
41838;COLUMN;valid_to;;21;TABLE;;;;;
41848;COLUMN;creation_date;;21;TABLE;;;;;
41846;COLUMN;end_date;;21;TABLE;;;;;
41845;COLUMN;start_date;;21;TABLE;;;;;
41844;COLUMN;year;;21;TABLE;;;;;
41847;COLUMN;year_days;;21;TABLE;;;;;
41858;COLUMN;created_by;;21;TABLE;;;;;
41857;COLUMN;creation_date;;21;TABLE;;;;;
41854;COLUMN;database_id;;21;TABLE;;;;;
41859;COLUMN;last_modification_date;;21;TABLE;;;;;
41860;COLUMN;modified_by;;21;TABLE;;;;;
41853;COLUMN;object_type;;21;TABLE;;;;;
41849;COLUMN;permission_id;;21;TABLE;;;;;
41855;COLUMN;role_id;;21;TABLE;;;;;
41856;COLUMN;source_id;;21;TABLE;;;;;
41852;COLUMN;user_group_id;;21;TABLE;;;;;
41851;COLUMN;user_id;;21;TABLE;;;;;
41850;COLUMN;user_type;;21;TABLE;;;;;
41885;COLUMN;create_date;;21;TABLE;;;;;
41883;COLUMN;created_by;;21;TABLE;;;;;
41867;COLUMN;database_id;;21;TABLE;;;;;
41878;COLUMN;dbms_creation_date;;21;TABLE;;;;;
41879;COLUMN;dbms_last_modification_date;;21;TABLE;;;;;
41871;COLUMN;definition;;21;TABLE;;;;;
41872;COLUMN;definition_checksum;;21;TABLE;;;;;
41874;COLUMN;definition_parser_sql_dialect;;21;TABLE;;;;;
41873;COLUMN;definition_parser_version;;21;TABLE;;;;;
41868;COLUMN;description;;21;TABLE;;;;;
41869;COLUMN;description_plain;;21;TABLE;;;;;
41870;COLUMN;description_source;;21;TABLE;;;;;
41887;COLUMN;external_id;;21;TABLE;;;;;
41894;COLUMN;field1;;21;TABLE;;;;;
41903;COLUMN;field10;;21;TABLE;;;;;
41993;COLUMN;field100;;21;TABLE;;;;;
41904;COLUMN;field11;;21;TABLE;;;;;
41905;COLUMN;field12;;21;TABLE;;;;;
41906;COLUMN;field13;;21;TABLE;;;;;
41907;COLUMN;field14;;21;TABLE;;;;;
41908;COLUMN;field15;;21;TABLE;;;;;
41909;COLUMN;field16;;21;TABLE;;;;;
41910;COLUMN;field17;;21;TABLE;;;;;
41911;COLUMN;field18;;21;TABLE;;;;;
41912;COLUMN;field19;;21;TABLE;;;;;
41895;COLUMN;field2;;21;TABLE;;;;;
41913;COLUMN;field20;;21;TABLE;;;;;
41914;COLUMN;field21;;21;TABLE;;;;;
41915;COLUMN;field22;;21;TABLE;;;;;
41916;COLUMN;field23;;21;TABLE;;;;;
41917;COLUMN;field24;;21;TABLE;;;;;
41918;COLUMN;field25;;21;TABLE;;;;;
41919;COLUMN;field26;;21;TABLE;;;;;
41920;COLUMN;field27;;21;TABLE;;;;;
41921;COLUMN;field28;;21;TABLE;;;;;
41922;COLUMN;field29;;21;TABLE;;;;;
41896;COLUMN;field3;;21;TABLE;;;;;
41923;COLUMN;field30;;21;TABLE;;;;;
41924;COLUMN;field31;;21;TABLE;;;;;
41925;COLUMN;field32;;21;TABLE;;;;;
41926;COLUMN;field33;;21;TABLE;;;;;
41927;COLUMN;field34;;21;TABLE;;;;;
41928;COLUMN;field35;;21;TABLE;;;;;
41929;COLUMN;field36;;21;TABLE;;;;;
41930;COLUMN;field37;;21;TABLE;;;;;
41931;COLUMN;field38;;21;TABLE;;;;;
41932;COLUMN;field39;;21;TABLE;;;;;
41897;COLUMN;field4;;21;TABLE;;;;;
41933;COLUMN;field40;;21;TABLE;;;;;
41934;COLUMN;field41;;21;TABLE;;;;;
41935;COLUMN;field42;;21;TABLE;;;;;
41936;COLUMN;field43;;21;TABLE;;;;;
41937;COLUMN;field44;;21;TABLE;;;;;
41938;COLUMN;field45;;21;TABLE;;;;;
41939;COLUMN;field46;;21;TABLE;;;;;
41940;COLUMN;field47;;21;TABLE;;;;;
41941;COLUMN;field48;;21;TABLE;;;;;
41942;COLUMN;field49;;21;TABLE;;;;;
41898;COLUMN;field5;;21;TABLE;;;;;
41943;COLUMN;field50;;21;TABLE;;;;;
41944;COLUMN;field51;;21;TABLE;;;;;
41945;COLUMN;field52;;21;TABLE;;;;;
41946;COLUMN;field53;;21;TABLE;;;;;
41947;COLUMN;field54;;21;TABLE;;;;;
41948;COLUMN;field55;;21;TABLE;;;;;
41949;COLUMN;field56;;21;TABLE;;;;;
41950;COLUMN;field57;;21;TABLE;;;;;
41951;COLUMN;field58;;21;TABLE;;;;;
41952;COLUMN;field59;;21;TABLE;;;;;
41899;COLUMN;field6;;21;TABLE;;;;;
41953;COLUMN;field60;;21;TABLE;;;;;
41954;COLUMN;field61;;21;TABLE;;;;;
41955;COLUMN;field62;;21;TABLE;;;;;
41956;COLUMN;field63;;21;TABLE;;;;;
41957;COLUMN;field64;;21;TABLE;;;;;
41958;COLUMN;field65;;21;TABLE;;;;;
41959;COLUMN;field66;;21;TABLE;;;;;
41960;COLUMN;field67;;21;TABLE;;;;;
41961;COLUMN;field68;;21;TABLE;;;;;
41962;COLUMN;field69;;21;TABLE;;;;;
41900;COLUMN;field7;;21;TABLE;;;;;
41963;COLUMN;field70;;21;TABLE;;;;;
41964;COLUMN;field71;;21;TABLE;;;;;
41965;COLUMN;field72;;21;TABLE;;;;;
41966;COLUMN;field73;;21;TABLE;;;;;
41967;COLUMN;field74;;21;TABLE;;;;;
41968;COLUMN;field75;;21;TABLE;;;;;
41969;COLUMN;field76;;21;TABLE;;;;;
41970;COLUMN;field77;;21;TABLE;;;;;
41971;COLUMN;field78;;21;TABLE;;;;;
41972;COLUMN;field79;;21;TABLE;;;;;
41901;COLUMN;field8;;21;TABLE;;;;;
41973;COLUMN;field80;;21;TABLE;;;;;
41974;COLUMN;field81;;21;TABLE;;;;;
41975;COLUMN;field82;;21;TABLE;;;;;
41976;COLUMN;field83;;21;TABLE;;;;;
41977;COLUMN;field84;;21;TABLE;;;;;
41978;COLUMN;field85;;21;TABLE;;;;;
41979;COLUMN;field86;;21;TABLE;;;;;
41980;COLUMN;field87;;21;TABLE;;;;;
41981;COLUMN;field88;;21;TABLE;;;;;
41982;COLUMN;field89;;21;TABLE;;;;;
41902;COLUMN;field9;;21;TABLE;;;;;
41983;COLUMN;field90;;21;TABLE;;;;;
41984;COLUMN;field91;;21;TABLE;;;;;
41985;COLUMN;field92;;21;TABLE;;;;;
41986;COLUMN;field93;;21;TABLE;;;;;
41987;COLUMN;field94;;21;TABLE;;;;;
41988;COLUMN;field95;;21;TABLE;;;;;
41989;COLUMN;field96;;21;TABLE;;;;;
41990;COLUMN;field97;;21;TABLE;;;;;
41991;COLUMN;field98;;21;TABLE;;;;;
41992;COLUMN;field99;;21;TABLE;;;;;
41881;COLUMN;function_type;;21;TABLE;;;;;
41861;COLUMN;id;;21;TABLE;;;;;
41875;COLUMN;language;;21;TABLE;;;;;
41888;COLUMN;linked_source_id;;21;TABLE;;;;;
41884;COLUMN;modified_by;;21;TABLE;;;;;
41886;COLUMN;modify_date;;21;TABLE;;;;;
41865;COLUMN;name;;21;TABLE;;;;;
41876;COLUMN;object_type;;21;TABLE;;;;;
41889;COLUMN;parent_id;;21;TABLE;;;;;
41893;COLUMN;parent_object_external_id;;21;TABLE;;;;;
